time,node-i,node-j
958,170,197
958,180,197
958,193,208
958,201,232
959,3,6
959,3,29
959,5,198
959,6,11
959,6,111
959,8,180
959,13,21
959,13,35
959,15,25
959,15,68
959,15,138
959,21,67
959,23,67
959,25,55
959,26,70
959,29,156
959,36,189
959,47,133
959,48,124
959,48,211
959,54,136
959,99,165
959,99,167
959,103,125
959,112,144
959,113,123
959,114,161
959,116,177
959,118,149
959,144,211
959,152,157
959,154,235
959,157,161
959,157,173
959,165,167
959,167,193
959,170,197
959,170,223
959,184,203
959,193,208
959,193,225
959,197,223
959,203,214
959,208,225
960,0,3
960,0,32
960,0,108
960,3,29
960,3,154
960,8,29
960,8,61
960,9,83
960,13,21
960,14,15
960,21,23
960,21,35
960,21,67
960,25,138
960,35,113
960,50,189
960,55,68
960,55,170
960,56,132
960,56,219
960,83,237
960,98,223
960,99,167
960,99,225
960,103,125
960,114,152
960,114,161
960,114,173
960,115,176
960,118,149
960,125,134
960,125,194
960,128,237
960,134,194
960,134,207
960,134,237
960,144,222
960,152,161
960,161,173
960,167,174
960,193,208
960,194,207
960,207,237
960,208,225
961,0,32
961,3,29
961,6,11
961,6,48
961,8,30
961,8,61
961,8,170
961,9,128
961,13,23
961,14,15
961,32,70
961,47,208
961,47,219
961,48,54
961,48,67
961,56,132
961,65,177
961,67,159
961,67,200
961,78,234
961,83,237
961,103,125
961,103,207
961,114,152
961,114,157
961,114,161
961,114,173
961,122,149
961,125,237
961,128,207
961,144,211
961,144,222
961,152,157
961,152,173
961,157,173
961,165,167
961,165,174
961,170,197
961,184,203
961,193,208
961,193,225
961,211,222
962,0,197
962,3,29
962,5,48
962,5,82
962,6,11
962,8,61
962,9,179
962,32,197
962,33,50
962,35,67
962,55,68
962,59,65
962,68,158
962,78,234
962,99,165
962,99,167
962,99,174
962,99,193
962,102,219
962,103,125
962,103,237
962,104,164
962,114,152
962,115,176
962,123,133
962,152,157
962,152,173
962,157,173
962,165,167
962,165,174
962,174,180
962,184,203
962,193,208
962,193,225
962,208,225
963,0,170
963,3,29
963,5,48
963,5,68
963,5,198
963,6,11
963,8,61
963,9,179
963,13,23
963,17,43
963,30,70
963,33,50
963,33,189
963,48,159
963,48,235
963,56,123
963,78,234
963,82,178
963,98,223
963,99,180
963,99,193
963,99,208
963,99,225
963,103,125
963,108,235
963,112,178
963,114,172
963,115,176
963,122,149
963,122,234
963,138,223
963,156,222
963,157,161
963,157,172
963,161,240
963,164,240
963,167,174
963,167,193
963,189,200
963,193,225
964,0,30
964,5,198
964,8,61
964,13,23
964,15,43
964,17,43
964,21,176
964,30,34
964,33,36
964,33,50
964,48,159
964,54,164
964,55,170
964,56,123
964,59,65
964,59,103
964,59,116
964,59,203
964,65,103
964,65,203
964,68,170
964,78,122
964,98,223
964,99,167
964,99,193
964,99,208
964,103,125
964,104,164
964,104,219
964,112,178
964,114,157
964,114,173
964,115,207
964,116,132
964,122,124
964,122,234
964,155,207
964,159,235
964,165,167
964,167,174
964,167,225
964,180,207
964,184,214
964,193,208
964,193,225
964,201,232
964,208,225
964,211,222
964,234,237
965,0,34
965,3,29
965,5,103
965,5,125
965,5,198
965,6,11
965,8,26
965,8,61
965,8,170
965,11,222
965,15,43
965,33,36
965,33,50
965,36,50
965,40,111
965,48,111
965,54,164
965,54,166
965,55,68
965,59,65
965,68,170
965,78,122
965,98,223
965,99,193
965,99,208
965,99,225
965,103,125
965,104,164
965,112,178
965,114,152
965,114,161
965,114,172
965,114,200
965,115,207
965,118,149
965,125,198
965,144,240
965,152,157
965,152,172
965,154,235
965,157,161
965,157,172
965,157,200
965,161,173
965,165,167
965,172,173
965,184,214
965,193,208
965,201,232
965,208,225
965,211,222
966,0,26
966,0,30
966,3,29
966,5,56
966,5,103
966,5,125
966,6,11
966,8,61
966,21,235
966,26,30
966,33,50
966,33,102
966,40,48
966,43,166
966,48,114
966,48,159
966,54,104
966,55,68
966,55,170
966,56,173
966,61,160
966,78,234
966,82,228
966,103,125
966,103,173
966,114,152
966,114,172
966,115,207
966,117,166
966,122,234
966,125,173
966,138,178
966,152,161
966,152,172
966,154,235
966,165,167
966,165,174
966,166,234
966,167,174
966,172,173
966,184,214
966,201,232
967,0,219
967,3,29
967,5,198
967,6,11
967,8,59
967,8,61
967,13,35
967,14,15
967,25,178
967,26,34
967,26,222
967,33,50
967,33,162
967,34,222
967,35,118
967,36,50
967,47,200
967,48,159
967,50,162
967,54,104
967,55,155
967,56,103
967,56,108
967,56,173
967,59,61
967,59,65
967,61,65
967,65,208
967,68,155
967,78,122
967,78,124
967,82,228
967,83,162
967,98,223
967,99,167
967,102,172
967,103,173
967,104,164
967,114,152
967,114,161
967,114,214
967,115,207
967,116,214
967,117,166
967,118,149
967,119,204
967,122,124
967,122,144
967,128,134
967,152,161
967,155,214
967,157,172
967,165,174
967,166,172
967,166,234
967,167,225
967,176,223
967,184,214
967,193,208
968,3,29
968,5,198
968,6,11
968,6,166
968,8,61
968,9,179
968,11,78
968,14,15
968,15,152
968,17,21
968,17,33
968,25,178
968,30,61
968,33,36
968,33,50
968,43,157
968,54,104
968,55,155
968,56,103
968,56,173
968,59,65
968,82,228
968,102,157
968,102,172
968,102,235
968,103,173
968,103,198
968,104,111
968,112,114
968,114,152
968,114,161
968,119,204
968,128,189
968,132,200
968,149,159
968,152,161
968,155,203
968,157,172
968,157,235
968,165,174
968,165,208
968,167,174
968,167,208
968,167,225
968,172,235
968,178,223
968,184,214
968,193,208
968,207,237
969,0,8
969,0,26
969,3,29
969,5,103
969,5,125
969,5,198
969,8,30
969,8,61
969,9,179
969,11,166
969,15,125
969,15,155
969,15,173
969,26,61
969,30,61
969,33,36
969,33,50
969,34,136
969,34,207
969,34,219
969,36,50
969,43,59
969,48,102
969,48,115
969,48,157
969,48,235
969,54,104
969,54,164
969,55,68
969,56,65
969,59,65
969,59,160
969,65,78
969,65,228
969,75,82
969,78,124
969,82,228
969,99,225
969,102,157
969,102,172
969,102,235
969,103,125
969,103,173
969,103,198
969,104,164
969,108,116
969,112,114
969,114,152
969,117,158
969,119,204
969,125,173
969,152,161
969,155,184
969,157,235
969,165,174
969,193,208
969,193,225
969,208,225
970,0,26
970,3,29
970,6,11
970,6,166
970,8,61
970,8,240
970,11,111
970,11,166
970,13,157
970,15,198
970,15,214
970,21,67
970,25,197
970,33,50
970,33,162
970,36,50
970,40,48
970,47,203
970,47,214
970,54,104
970,55,157
970,56,99
970,56,132
970,59,65
970,75,167
970,75,222
970,78,102
970,78,115
970,78,144
970,83,157
970,99,165
970,104,164
970,112,152
970,114,152
970,114,161
970,117,149
970,122,207
970,152,161
970,154,240
970,155,161
970,157,172
970,159,235
970,165,174
970,165,225
970,167,222
970,176,180
970,179,184
970,184,203
970,184,214
970,193,208
970,193,225
970,200,240
970,203,214
970,208,225
971,3,29
971,5,167
971,6,11
971,6,34
971,8,21
971,8,61
971,11,166
971,14,15
971,21,61
971,21,67
971,33,50
971,46,214
971,47,203
971,48,159
971,50,162
971,54,104
971,59,65
971,59,125
971,59,173
971,59,204
971,65,184
971,75,82
971,78,83
971,83,156
971,99,165
971,103,125
971,103,173
971,114,152
971,114,161
971,117,149
971,117,176
971,119,204
971,119,214
971,122,207
971,125,173
971,132,178
971,136,201
971,152,161
971,154,240
971,155,193
971,155,208
971,155,225
971,157,165
971,157,172
971,157,235
971,170,197
971,179,194
971,184,194
971,193,208
971,193,225
971,201,232
971,204,214
971,208,225
971,211,222
972,0,8
972,0,32
972,3,29
972,5,198
972,6,11
972,6,34
972,6,111
972,6,219
972,8,56
972,8,61
972,9,179
972,9,184
972,11,34
972,29,102
972,33,36
972,33,50
972,34,149
972,36,50
972,40,176
972,42,146
972,46,152
972,46,214
972,47,204
972,54,115
972,55,134
972,56,61
972,56,102
972,59,65
972,59,133
972,61,165
972,65,133
972,75,211
972,82,211
972,82,228
972,99,157
972,99,174
972,102,178
972,103,125
972,112,116
972,112,155
972,114,161
972,116,155
972,117,149
972,119,184
972,122,161
972,125,173
972,132,178
972,138,170
972,138,197
972,154,166
972,157,172
972,158,201
972,166,240
972,170,197
972,173,204
972,184,214
972,193,208
972,193,225
972,201,232
972,211,222
973,0,26
973,0,61
973,3,29
973,5,43
973,5,189
973,5,198
973,8,61
973,9,179
973,9,203
973,11,166
973,13,67
973,14,15
973,17,222
973,23,67
973,23,152
973,33,50
973,36,50
973,43,222
973,50,162
973,54,55
973,55,115
973,56,102
973,56,178
973,59,65
973,65,133
973,78,83
973,82,144
973,82,211
973,82,228
973,103,125
973,103,173
973,104,115
973,111,166
973,111,240
973,114,204
973,117,177
973,118,136
973,119,214
973,122,223
973,125,173
973,144,211
973,154,166
973,154,240
973,160,176
973,166,240
973,170,197
973,184,214
973,189,198
973,200,235
973,211,228
974,3,8
974,3,29
974,3,61
974,5,17
974,5,198
974,6,219
974,8,32
974,8,61
974,13,90
974,13,149
974,13,211
974,14,15
974,23,172
974,26,32
974,29,176
974,30,112
974,30,119
974,33,50
974,43,78
974,43,194
974,43,203
974,46,168
974,47,178
974,47,197
974,54,164
974,56,208
974,58,63
974,58,155
974,59,65
974,83,234
974,99,170
974,99,174
974,102,103
974,102,104
974,102,115
974,111,166
974,111,240
974,114,152
974,116,155
974,122,172
974,128,134
974,154,166
974,154,240
974,157,164
974,157,172
974,165,167
974,165,170
974,165,174
974,165,225
974,166,240
974,167,225
974,175,204
975,3,29
975,8,29
975,8,61
975,8,119
975,9,30
975,13,32
975,13,78
975,14,15
975,15,30
975,17,30
975,17,43
975,21,25
975,23,25
975,25,83
975,30,179
975,36,189
975,40,189
975,46,204
975,46,214
975,47,203
975,55,58
975,59,65
975,61,128
975,61,134
975,68,158
975,75,90
975,83,234
975,102,104
975,102,115
975,108,165
975,111,240
975,112,160
975,119,203
975,124,223
975,125,156
975,125,173
975,128,134
975,149,211
975,149,222
975,149,223
975,152,176
975,157,162
975,157,174
975,161,175
975,164,165
975,164,180
975,165,174
975,168,175
975,194,201
975,194,232
975,198,208
975,200,203
975,201,232
975,204,208
975,204,214
975,211,222
976,3,5
976,3,9
976,3,11
976,5,29
976,6,11
976,6,179
976,6,219
976,6,225
976,8,21
976,8,61
976,9,29
976,9,208
976,11,29
976,11,219
976,13,17
976,13,23
976,13,30
976,13,32
976,14,15
976,17,32
976,21,61
976,25,29
976,25,30
976,33,184
976,36,189
976,40,50
976,42,56
976,46,50
976,46,119
976,47,179
976,50,189
976,50,203
976,54,136
976,55,56
976,55,68
976,56,123
976,58,116
976,59,65
976,59,119
976,68,170
976,75,83
976,75,237
976,78,82
976,78,90
976,82,228
976,83,90
976,83,234
976,83,237
976,90,232
976,90,237
976,99,154
976,99,160
976,103,114
976,104,115
976,117,144
976,118,207
976,122,204
976,122,207
976,125,157
976,125,168
976,125,178
976,128,134
976,134,204
976,149,222
976,149,223
976,152,157
976,152,173
976,154,166
976,156,178
976,161,174
976,164,180
976,165,176
976,165,180
976,170,197
976,174,175
976,194,201
976,194,204
976,198,208
976,200,225
976,203,214
976,203,225
976,204,207
976,211,222
976,234,237
977,0,25
977,3,11
977,5,225
977,6,219
977,8,61
977,9,25
977,11,42
977,11,219
977,13,17
977,13,23
977,17,23
977,30,34
977,30,35
977,33,50
977,33,184
977,34,35
977,36,50
977,46,47
977,46,119
977,46,179
977,47,179
977,48,111
977,48,114
977,48,165
977,54,136
977,55,59
977,55,65
977,56,116
977,58,116
977,59,65
977,59,194
977,65,68
977,66,121
977,76,79
977,78,228
977,95,113
977,102,115
977,104,115
977,107,110
977,108,114
977,114,160
977,117,144
977,119,179
977,122,144
977,125,178
977,126,164
977,128,134
977,149,211
977,149,222
977,149,223
977,152,172
977,154,166
977,154,174
977,156,178
977,161,162
977,161,167
977,162,167
977,164,180
977,165,176
977,167,168
977,170,177
977,170,197
977,172,173
977,172,176
977,176,180
977,177,194
977,177,201
977,182,192
977,194,201
977,203,214
977,204,207
977,211,222
978,5,29
978,6,126
978,6,201
978,13,17
978,13,23
978,17,23
978,23,32
978,30,34
978,30,35
978,30,41
978,32,43
978,33,40
978,33,46
978,33,179
978,34,35
978,34,41
978,36,50
978,40,46
978,42,219
978,46,179
978,50,189
978,54,136
978,55,59
978,56,126
978,59,65
978,63,68
978,66,121
978,76,79
978,102,113
978,102,115
978,107,110
978,117,144
978,118,124
978,122,154
978,122,175
978,125,168
978,125,178
978,128,134
978,149,223
978,154,157
978,154,161
978,154,166
978,155,161
978,155,162
978,155,167
978,156,178
978,157,166
978,157,178
978,159,164
978,160,235
978,161,162
978,161,167
978,164,172
978,166,167
978,166,174
978,170,177
978,170,197
978,170,201
978,172,173
978,174,175
978,177,194
978,177,232
978,184,200
978,184,214
978,193,219
978,194,232
978,198,203
978,198,208
978,201,232
978,204,207
978,211,222
978,211,223
979,8,61
979,13,23
979,17,32
979,23,32
979,30,34
979,30,35
979,33,40
979,33,46
979,34,35
979,34,43
979,42,93
979,42,219
979,50,119
979,50,189
979,54,136
979,55,68
979,59,65
979,66,121
979,76,79
979,93,198
979,93,214
979,104,113
979,107,110
979,108,161
979,111,114
979,117,144
979,118,124
979,118,138
979,122,223
979,125,167
979,125,178
979,128,134
979,149,211
979,149,222
979,149,223
979,152,156
979,152,172
979,152,178
979,154,161
979,154,162
979,156,178
979,160,167
979,164,180
979,165,180
979,170,201
979,170,232
979,172,178
979,174,175
979,177,194
979,182,192
979,184,193
979,193,225
979,201,232
979,207,223
979,211,222
980,0,8
980,0,61
980,5,25
980,8,61
980,14,43
980,21,25
980,21,26
980,23,32
980,30,34
980,30,35
980,33,40
980,33,46
980,33,200
980,34,35
980,36,93
980,36,189
980,40,46
980,42,93
980,42,189
980,50,119
980,50,179
980,66,121
980,76,79
980,93,136
980,100,177
980,102,115
980,103,146
980,107,110
980,114,235
980,117,122
980,117,144
980,119,179
980,122,207
980,128,134
980,147,201
980,149,211
980,149,222
980,152,172
980,152,178
980,154,155
980,154,166
980,155,166
980,155,167
980,156,178
980,157,161
980,157,162
980,159,176
980,161,162
980,164,180
980,165,180
980,166,167
980,168,178
980,170,208
980,170,214
980,170,232
980,174,175
980,179,189
980,182,192
980,201,232
980,211,222
981,3,5
981,3,6
981,6,70
981,8,25
981,8,61
981,9,25
981,14,15
981,14,43
981,15,43
981,23,32
981,30,34
981,30,35
981,33,46
981,33,119
981,33,179
981,34,35
981,36,93
981,40,50
981,40,119
981,46,119
981,46,200
981,50,93
981,54,136
981,66,121
981,76,79
981,95,102
981,95,104
981,103,160
981,104,113
981,107,110
981,112,113
981,117,144
981,119,179
981,122,204
981,122,207
981,125,156
981,125,168
981,128,232
981,132,133
981,132,177
981,133,177
981,144,204
981,144,207
981,147,201
981,147,232
981,149,211
981,149,222
981,152,173
981,152,176
981,154,155
981,154,166
981,154,167
981,155,166
981,155,167
981,157,166
981,161,162
981,161,174
981,161,175
981,162,175
981,165,180
981,166,167
981,170,197
981,172,173
981,172,176
981,173,176
981,179,189
981,182,192
981,194,223
981,201,232
981,204,207
981,211,222
982,0,70
982,5,11
982,6,8
982,8,11
982,8,25
982,8,61
982,13,43
982,14,15
982,15,43
982,25,195
982,30,34
982,30,35
982,32,43
982,33,46
982,33,119
982,33,179
982,34,35
982,46,119
982,50,189
982,54,136
982,66,121
982,76,79
982,95,102
982,95,104
982,95,113
982,102,103
982,103,146
982,104,113
982,107,110
982,108,111
982,108,160
982,111,160
982,114,146
982,117,144
982,119,179
982,122,124
982,122,204
982,122,207
982,125,167
982,125,168
982,125,178
982,128,158
982,128,194
982,133,177
982,134,158
982,134,194
982,147,170
982,152,173
982,152,176
982,154,166
982,154,167
982,154,168
982,155,167
982,157,174
982,157,175
982,161,162
982,161,174
982,162,175
982,165,180
982,166,167
982,170,197
982,174,175
982,182,192
982,204,207
982,211,222
983,0,70
983,5,11
983,8,25
983,8,61
983,9,25
983,13,32
983,14,15
983,14,30
983,15,30
983,15,43
983,33,46
983,33,119
983,33,179
983,34,35
983,46,119
983,48,54
983,48,136
983,50,189
983,54,136
983,66,121
983,95,104
983,95,113
983,102,103
983,102,115
983,104,113
983,107,110
983,108,111
983,114,160
983,114,235
983,119,147
983,122,207
983,125,168
983,128,134
983,128,158
983,128,194
983,132,232
983,133,177
983,134,194
983,147,189
983,154,155
983,154,166
983,154,167
983,155,166
983,155,167
983,156,178
983,157,166
983,160,235
983,162,175
983,164,176
983,165,180
983,165,194
983,166,167
983,170,189
983,170,197
983,172,173
983,172,176
983,172,178
983,173,178
983,174,175
983,184,225
983,204,207
984,3,61
984,5,11
984,8,25
984,8,61
984,9,25
984,11,25
984,13,43
984,14,30
984,15,30
984,23,32
984,34,35
984,54,136
984,66,121
984,76,79
984,95,113
984,95,115
984,100,157
984,102,115
984,107,110
984,108,111
984,114,160
984,114,235
984,127,212
984,128,134
984,128,194
984,132,232
984,133,177
984,133,194
984,154,155
984,154,166
984,155,157
984,155,167
984,156,178
984,157,162
984,157,167
984,159,176
984,161,175
984,165,180
984,170,197
984,170,201
984,174,175
985,3,19
985,3,25
985,8,61
985,8,67
985,11,22
985,13,17
985,13,43
985,14,30
985,17,23
985,17,32
985,26,71
985,32,43
985,34,35
985,66,121
985,95,113
985,100,157
985,102,115
985,103,146
985,107,110
985,108,111
985,112,113
985,114,160
985,114,235
985,132,232
985,133,165
985,133,177
985,134,165
985,156,178
985,159,172
985,159,176
985,160,235
985,161,174
985,161,175
985,165,180
985,172,173
985,172,176
985,174,175
985,182,192
985,184,225
985,198,203
985,198,208
985,208,214
985,208,219
986,3,9
986,7,8
986,8,22
986,8,195
986,9,25
986,11,22
986,13,43
986,14,15
986,14,30
986,15,17
986,15,30
986,17,32
986,17,43
986,23,32
986,23,43
986,32,43
986,34,35
986,36,50
986,46,119
986,50,189
986,76,79
986,95,115
986,102,115
986,103,146
986,107,110
986,108,111
986,108,114
986,114,235
986,152,172
986,152,173
986,155,161
986,155,166
986,155,174
986,160,235
986,161,174
986,161,175
986,162,167
986,174,175
986,182,192
986,184,193
986,208,214
987,7,67
987,13,23
987,13,43
987,14,15
987,14,30
987,15,30
987,17,43
987,22,195
987,23,43
987,30,35
987,33,179
987,36,93
987,46,179
987,50,93
987,54,136
987,66,121
987,73,224
987,76,79
987,95,113
987,102,115
987,107,110
987,108,111
987,114,160
987,114,235
987,160,235
987,164,180
987,182,192
987,184,193
987,193,225
988,7,67
988,13,17
988,13,23
988,13,43
988,14,15
988,15,30
988,15,35
988,17,23
988,17,43
988,23,43
988,30,35
988,33,46
988,33,119
988,33,200
988,36,50
988,46,119
988,50,189
988,54,136
988,66,121
988,73,224
988,76,79
988,93,179
988,107,110
988,108,111
988,108,240
988,114,235
988,127,212
988,182,192
988,186,191
988,198,208
988,217,225
989,13,14
989,13,17
989,13,23
989,14,23
989,15,35
989,30,32
989,30,35
989,32,35
989,33,179
989,36,50
989,42,198
989,46,119
989,46,179
989,50,189
989,56,116
989,66,121
989,107,110
989,119,179
989,152,173
989,154,166
989,162,174
989,165,180
989,182,192
989,187,208
989,213,221
990,3,25
990,13,23
990,13,43
990,14,30
990,15,34
990,30,35
990,30,100
990,33,93
990,33,119
990,36,50
990,40,179
990,40,189
990,42,208
990,46,119
990,46,179
990,48,119
990,50,93
990,50,189
990,54,136
990,66,121
990,84,199
990,107,110
990,125,155
990,127,212
990,152,172
990,152,173
990,152,178
990,154,155
990,154,166
990,155,167
990,156,178
990,161,175
990,165,180
990,182,192
990,184,193
990,186,191
990,187,208
990,187,217
990,199,213
990,199,221
991,0,3
991,13,23
991,15,34
991,30,35
991,33,40
991,36,50
991,40,46
991,46,179
991,50,189
991,56,116
991,66,121
991,76,79
991,107,110
991,125,166
991,152,173
991,154,166
991,155,157
991,155,167
991,156,178
991,157,174
991,165,180
991,168,178
991,172,173
991,179,189
991,203,208
992,0,3
992,40,189
992,46,119
992,46,179
992,63,135
992,63,137
992,66,121
992,76,79
992,93,174
992,107,110
992,116,121
992,119,179
992,125,168
992,125,176
992,125,178
992,152,173
992,152,180
992,154,165
992,154,166
992,155,167
992,157,162
992,159,176
992,161,175
992,165,166
992,168,178
992,172,173
992,172,180
992,173,178
992,176,180
992,182,192
992,221,224
993,0,3
993,33,46
993,33,179
993,40,189
993,46,179
993,48,50
993,50,189
993,54,136
993,57,58
993,58,68
993,60,66
993,60,135
993,63,121
993,63,135
993,65,69
993,66,135
993,107,110
993,116,121
993,116,135
993,125,166
993,159,165
993,159,176
993,165,176
993,172,180
993,176,180
993,182,192
994,0,3
994,29,136
994,29,179
994,33,119
994,36,46
994,40,46
994,40,189
994,48,93
994,50,179
994,55,65
994,55,69
994,59,137
994,63,135
994,68,121
994,76,79
994,107,110
994,116,121
994,117,149
994,118,122
994,121,135
994,123,126
994,125,157
994,125,166
994,125,167
994,138,222
994,144,223
994,149,212
994,154,168
994,154,174
994,155,174
994,155,178
994,157,167
994,157,175
994,159,173
994,162,167
994,164,165
994,165,172
994,165,173
994,166,167
994,172,180
994,182,192
994,204,207
995,0,3
995,33,46
995,33,50
995,36,46
995,54,136
995,59,137
995,60,63
995,68,121
995,76,79
995,84,191
995,92,204
995,107,110
995,116,121
995,117,222
995,123,126
995,124,206
995,125,155
995,125,157
995,127,130
995,127,212
995,130,207
995,130,220
995,136,179
995,142,215
995,152,166
995,153,174
995,154,164
995,154,174
995,155,167
995,155,173
995,155,175
995,156,164
995,164,178
995,165,166
995,167,173
995,172,180
995,182,192
995,184,185
995,207,216
996,0,3
996,14,35
996,17,32
996,33,48
996,33,50
996,33,119
996,46,93
996,46,189
996,50,189
996,51,119
996,55,66
996,66,123
996,68,116
996,76,79
996,93,136
996,93,189
996,93,200
996,107,110
996,116,121
996,117,206
996,120,204
996,122,144
996,130,220
996,130,223
996,153,156
996,156,157
996,156,178
996,163,176
996,182,192
996,223,227
997,0,3
997,13,23
997,15,34
997,17,32
997,30,35
997,33,50
997,55,64
997,55,123
997,58,69
997,58,109
997,58,135
997,60,66
997,68,116
997,68,121
997,76,79
997,107,110
997,109,135
997,116,121
997,120,211
997,124,130
997,125,155
997,130,216
997,138,226
997,157,172
997,182,192
998,0,3
998,13,23
998,13,32
998,15,34
998,17,32
998,23,32
998,23,43
998,28,70
998,30,35
998,51,200
998,58,109
998,59,135
998,59,137
998,60,66
998,66,121
998,66,123
998,68,116
998,68,121
998,76,79
998,86,151
998,107,110
998,116,121
998,121,135
998,122,130
998,122,144
998,124,216
998,125,155
998,130,207
998,135,137
998,144,216
998,149,218
998,154,163
998,157,172
998,161,164
998,170,197
998,182,192
999,8,61
999,13,100
999,15,34
999,15,86
999,15,100
999,17,32
999,30,35
999,37,40
999,37,50
999,37,93
999,40,50
999,43,100
999,50,51
999,51,200
999,58,135
999,59,137
999,66,116
999,66,121
999,69,109
999,73,224
999,76,79
999,92,207
999,96,106
999,96,231
999,101,146
999,105,231
999,106,231
999,107,110
999,116,121
999,117,222
999,120,130
999,122,144
999,125,155
999,128,134
999,128,170
999,154,163
999,157,174
999,182,192
999,191,213
1000,8,61
1000,13,23
1000,13,43
1000,14,30
1000,15,34
1000,15,100
1000,34,100
1000,35,100
1000,36,44
1000,41,151
1000,45,52
1000,48,54
1000,50,51
1000,51,200
1000,52,53
1000,58,135
1000,59,72
1000,60,66
1000,60,121
1000,65,72
1000,66,116
1000,66,121
1000,73,224
1000,86,100
1000,92,211
1000,116,121
1000,117,222
1000,122,144
1000,125,155
1000,130,204
1000,130,218
1000,132,147
1000,147,158
1000,154,174
1000,161,164
1000,182,192
1000,183,194
1000,201,232
1001,13,23
1001,13,100
1001,14,30
1001,15,34
1001,37,51
1001,51,200
1001,73,224
1001,76,79
1001,85,203
1001,92,122
1001,92,130
1001,117,222
1001,122,144
1001,130,211
1001,130,216
1001,133,192
1001,154,174
1001,161,164
1001,167,175
1001,182,192
1001,191,213
1001,211,216
1002,13,23
1002,13,43
1002,15,34
1002,15,86
1002,17,23
1002,34,86
1002,37,200
1002,47,189
1002,48,189
1002,51,200
1002,57,68
1002,66,116
1002,66,121
1002,73,224
1002,76,79
1002,85,203
1002,86,100
1002,92,212
1002,93,153
1002,117,222
1002,118,215
1002,118,223
1002,127,212
1002,136,189
1002,154,174
1002,207,215
1002,207,223
1002,213,217
1002,215,216
1003,13,23
1003,15,86
1003,30,35
1003,35,43
1003,35,86
1003,36,44
1003,37,200
1003,43,86
1003,48,54
1003,51,200
1003,55,126
1003,57,68
1003,66,121
1003,69,109
1003,76,79
1003,92,118
1003,92,227
1003,93,153
1003,122,144
1003,125,152
1003,136,189
1003,138,222
1003,157,172
1003,213,217
1003,223,227
1004,1,3
1004,1,8
1004,1,22
1004,1,29
1004,8,11
1004,8,25
1004,9,28
1004,17,32
1004,25,28
1004,30,35
1004,34,86
1004,48,54
1004,51,200
1004,52,54
1004,55,64
1004,57,68
1004,66,121
1004,69,109
1004,73,224
1004,76,79
1004,81,189
1004,92,216
1004,93,153
1004,122,144
1004,130,216
1004,130,223
1004,136,189
1004,154,163
1004,154,174
1004,154,176
1004,157,172
1004,182,192
1004,193,214
1004,206,216
1004,216,218
1005,0,21
1005,0,22
1005,0,70
1005,9,25
1005,13,15
1005,15,43
1005,21,29
1005,22,25
1005,23,100
1005,29,70
1005,32,100
1005,35,151
1005,37,200
1005,46,48
1005,51,200
1005,52,189
1005,58,135
1005,59,137
1005,66,135
1005,73,224
1005,76,79
1005,81,189
1005,85,203
1005,92,204
1005,93,153
1005,121,135
1005,123,147
1005,125,173
1005,134,188
1005,136,189
1005,154,163
1005,154,174
1005,157,172
1005,204,209
1006,3,29
1006,8,61
1006,9,25
1006,11,70
1006,12,15
1006,12,32
1006,12,100
1006,13,15
1006,15,43
1006,16,39
1006,18,24
1006,18,31
1006,23,100
1006,24,31
1006,24,86
1006,30,34
1006,32,100
1006,34,86
1006,51,200
1006,53,119
1006,57,116
1006,69,109
1006,76,79
1006,92,120
1006,93,153
1006,123,147
1006,125,173
1006,130,220
1006,131,148
1006,136,189
1006,138,226
1006,141,170
1006,154,163
1006,157,172
1006,161,164
1006,207,215
1007,0,3
1007,5,6
1007,5,21
1007,5,26
1007,5,67
1007,9,25
1007,12,100
1007,24,31
1007,24,86
1007,32,43
1007,37,40
1007,45,52
1007,46,119
1007,51,200
1007,69,109
1007,73,224
1007,76,79
1007,92,122
1007,117,206
1007,125,173
1007,131,148
1007,147,202
1007,154,163
1007,157,172
1007,157,174
1007,167,175
1008,0,11
1008,1,19
1008,3,9
1008,5,8
1008,5,71
1008,11,22
1008,12,18
1008,12,86
1008,18,151
1008,23,34
1008,24,31
1008,30,35
1008,37,179
1008,46,119
1008,51,200
1008,59,65
1008,68,116
1008,69,109
1008,76,79
1008,100,151
1008,122,144
1008,125,173
1008,131,148
1008,154,163
1008,166,167
1009,0,8
1009,0,11
1009,3,9
1009,4,26
1009,7,21
1009,7,67
1009,8,61
1009,11,61
1009,20,23
1009,24,31
1009,51,200
1009,53,119
1009,56,57
1009,59,65
1009,66,121
1009,67,195
1009,73,224
1009,76,79
1009,86,151
1009,117,206
1009,125,173
1009,130,204
1009,131,148
1009,134,188
1009,135,137
1009,144,220
1009,149,212
1009,154,163
1009,166,167
1009,171,210
1010,0,3
1010,1,11
1010,3,11
1010,8,61
1010,20,35
1010,24,31
1010,51,200
1010,53,119
1010,59,72
1010,60,121
1010,66,121
1010,76,79
1010,92,124
1010,117,130
1010,122,144
1010,130,215
1010,130,223
1010,133,197
1010,135,137
1010,135,139
1010,137,139
1010,154,163
1010,192,197
1010,207,216
1011,8,11
1011,8,61
1011,11,21
1011,24,31
1011,33,45
1011,51,200
1011,53,119
1011,60,121
1011,66,116
1011,66,121
1011,73,224
1011,117,206
1011,127,216
1011,130,138
1011,130,206
1011,135,137
1011,141,170
1011,149,212
1011,149,216
1011,149,218
1011,154,163
1011,154,174
1011,166,167
